1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	y
1	x	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	y
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	y
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	y
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	y
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	y
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	y
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	y
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	y
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	y
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	y
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	y
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	y
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	y
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	y
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	y
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	y
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	y
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	y
